SAMPLE_ID,TISSUE_ID,REGO,VOUCHER,ALTERNATIVE_ID,GENUS,SPECIES,UPDATED_SP,REGION,LOCATION,STATE,LAT,LON,VoucherNotes
SAMAR_40776_Er_fasc,ABTC40431,SAMAR40776,SAMAR_40776,NA,Eremiascincus,fasciolatus,fasciolatus,Australia,near Lake Crossing Bore,SA,-29.49222,139.9292,NA
SAMAR_40799_Ct_leae,ABTC57490,SAMAR40799,SAMAR_40799,NA,Ctenotus,leae,leae,Australia,3k W Wirrappa Rail Siding,SA,-31.4,136.9667,NA
SAMAR_40806_Eu_heat,ABTC57493,SAMAR40806,SAMAR_40806,NA,Eulamprus,heatwolei,heatwolei,Australia,20.3k N Abercrombie River crossing,NSW,-34.05,149.8333,NA
SAMAR_40837_Le_punc,ABTC57519,SAMAR40837,SAMAR_40837,NA,Lerista,punctatovittata,punctatovittata,Australia,Danyo,VIC,-35.26667,141.2833,NA
SAMAR_40872_He_pero,ABTC12662,NA,SAMAR_40872,NA,Hemiergis,peronii,peronii,Australia,32ks N Abercrombie River,NSW,-33.96667,149.7833,NA
SAMAR_40876_He_decr,ABTC12667,NA,SAMAR_40876,NA,Hemiergis,decresiensis,decresiensis,Australia,13.7k N Abercrombie River,NSW,-34.1,149.8167,NA
SAMAR_40878_He_decr,ABTC12669,NA,SAMAR_40878,NA,Hemiergis,decresiensis,decresiensis,Australia,20.3k N Abercrombie River crossing,NSW,-34.05,149.8333,NA
SAMAR_40888_Ct_regi,ABTC57523,SAMAR40888,SAMAR_40888,NA,Ctenotus,regius,regius,Australia,Morgan CP,SA,-34.05,139.1833,NA
SAMAR_41132_He_mill,ABTC39680,SAMAR41132,SAMAR_41132,NA,Hemiergis,millewae,millewae,Australia,Oulnina Hill,SA,-32.59167,139.8611,NA
SAMAR_41282_Ct_olym,ABTC39891,SAMAR41282,SAMAR_41282,NA,Ctenotus,olympicus,olympicus,Australia,Twenty Three Mile Dam,SA,-33.70278,140.9889,NA
SAMAR_41305_Le_punc,ABTC39987,SAMAR41305,SAMAR_41305,NA,Lerista,punctatovittata,punctatovittata,Australia,Mulga Dam,SA,-32.86944,140.9222,NA
SAMAR_41321_Ct_scho,ABTC39983,SAMAR41321,SAMAR_41321,NA,Ctenotus,schomburgkii,schomburgkii,Australia,Oakbank Station,SA,-33.12778,140.6444,NA
SAMAR_41349_Ct_stra,ABTC40026,SAMAR41349,SAMAR_41349,NA,Ctenotus,strauchii,strauchii,Australia,Mustering Dam,SA,-33.60278,139.6278,NA
SAMAR_41604_Le_punc,ABTC40392,SAMAR41604,SAMAR_41604,NA,Lerista,punctatovittata,punctatovittata,Australia,Junction Dam,SA,-33.58056,140.2667,NA
SAMAR_41903_Ct_scho,ABTC33841,SAMAR41903,SAMAR_41903,NA,Ctenotus,schomburgkii,schomburgkii,Australia,Blue Hills Bore,SA,-27.13083,132.8636,NA
SAMAR_42343_Ct_stra,ABTC57669,SAMAR42343,SAMAR_42343,NA,Ctenotus,strauchii,strauchii,Australia,4.5k W Johnsons Dam on Station track,SA,-30.56667,139.35,NA
SAMAR_42383_Le_punc,ABTC21853,NA,SAMAR_42383,NA,Lerista,punctatovittata,punctatovittata,Australia,900m N Grindell Hut,SA,-30.46667,139.2083,NA
SAMAR_42478_Er_rich,ABTC57717,SAMAR42478,SAMAR_42478,NA,Eremiascincus,richardsonii,richardsonii,Australia,Wildildie HS,SA,-33.61667,139.0833,NA
SAMAR_42658_Ct_taen,ABTC8918,NA,SAMAR_42658,NA,Ctenotus,taeniatus,taeniatus,Australia,Cacoory Ruins,QLD,-25.23333,139.55,NA
SAMAR_42675_Ct_pulc,ABTC8928,NA,SAMAR_42675,NA,Ctenotus,pulchellus,pulchellus,Australia,138k N Boulia,QLD,-21.73333,139.55,NA
SAMAR_42687_Ct_late,ABTC8937,NA,SAMAR_42687,NA,Ctenotus,lateralis,lateralis,Australia,7k NE Mt Isa Telecom Repeator Station,QLD,-20.71667,139.55,NA
SAMAR_42701_Ct_pulc,ABTC8951,NA,SAMAR_42701,NA,Ctenotus,pulchellus,pulchellus,Australia,Quamby,QLD,-20.36667,140.2833,NA
SAMAR_42708_Ct_pulc,ABTC8955,NA,SAMAR_42708,NA,Ctenotus,pulchellus,pulchellus,Australia,Mica Creek  near Mount Isa,QLD,-20.76667,139.4833,NA
SAMAR_42724_Le_muel,ABTC8965,NA,SAMAR_42724,NA,Lerista,muelleri,muelleri,Australia,17k N Muttaburra,QLD,-22.43333,144.4833,NA
SAMAR_42743_Ct_stra,ABTC8985,NA,SAMAR_42743,NA,Ctenotus,strauchii,strauchii,Australia,84k N Muttaburra,QLD,-21.91667,144.4167,NA
SAMAR_42766_Er_rich,ABTC9008,NA,SAMAR_42766,NA,Eremiascincus,richardsonii,richardsonii,Australia,GLEN KYREE Station  S WINTON,QLD,-22.96667,142.9,NA
SAMAR_42768_Ct_late,ABTC9010,NA,SAMAR_42768,NA,Ctenotus,lateralis,lateralis,Australia,GLEN KYREE Station  S WINTON,QLD,-22.96667,142.9,NA
SAMAR_42776_Ct_hebe,ABTC9018,NA,SAMAR_42776,NA,Ctenotus,hebetior,hebetior,Australia,GLEN KYREE Station  S WINTON,QLD,-22.96667,142.9,NA
SAMAR_42781_Le_punc,ABTC9023,NA,SAMAR_42781,NA,Lerista,punctatovittata,punctatovittata,Australia,4k N Cork Station,QLD,-22.91667,141.9,NA
SAMAR_42788_Ct_hebe,ABTC9030,NA,SAMAR_42788,NA,Ctenotus,hebetior,hebetior,Australia,Diamantina Station dump,QLD,-23.75,141.1333,NA
SAMAR_42800_Ct_stra,ABTC9042,NA,SAMAR_42800,NA,Ctenotus,strauchii,strauchii,Australia,22k W Diamantina Station,QLD,-23.66667,140.9667,NA
SAMAR_42823_Ct_asta,ABTC9068,NA,SAMAR_42823,NA,Ctenotus,astarte,astarte,Australia,Springvale dump,QLD,-23.55,140.6833,NA
SAMAR_42837_Ct_late,ABTC9082,NA,SAMAR_42837,NA,Ctenotus,lateralis,lateralis,Australia,43k N DIAMANTINA Station,QLD,-23.51667,141.4,NA
SAMAR_42840_Ct_asta,ABTC9085,NA,SAMAR_42840,NA,Ctenotus,astarte,astarte,Australia,Mt Windsor,QLD,-23.63333,141.6667,NA
SAMAR_42843_Ct_asta,ABTC9088,NA,SAMAR_42843,NA,Ctenotus,astarte,astarte,Australia,59k E Mt Windsor,QLD,-23.63333,142.2,NA
SAMAR_42867_Le_frag,ABTC9112,NA,SAMAR_42867,NA,Lerista,fragilis,fragilis,Australia,32k S Noonbah Station,QLD,-24.25,143.1833,NA
SAMAR_42874_Ct_stra,ABTC9119,NA,SAMAR_42874,NA,Ctenotus,strauchii,strauchii,Australia,30k E NOONBAH Station,QLD,-24.11667,143.4167,NA
SAMAR_42880_Ct_hebe,ABTC9124,NA,SAMAR_42880,NA,Ctenotus,hebetior,hebetior,Australia,30k E NOONBAH Station,QLD,-24.11667,143.4167,NA
SAMAR_42903_Ct_asta,ABTC9149,NA,SAMAR_42903,NA,Ctenotus,astarte,astarte,Australia,24k W Birdsville turnoff,QLD,-25.56667,141.5167,NA
SAMAR_42949_Ct_orie,ABTC9196,NA,SAMAR_42949,NA,Ctenotus,orientalis,astarte,Australia,9k W Betoota,QLD,-25.75,140.7167,NA
SAMAR_42950_Ct_orie,ABTC9197,NA,SAMAR_42950,NA,Ctenotus,orientalis,astarte,Australia,Betoota,QLD,-25.68333,140.7333,NA
SAMAR_42955_Ct_stra,ABTC9202,NA,SAMAR_42955,NA,Ctenotus,strauchii,strauchii,Australia,Betoota,QLD,-25.68333,140.7333,NA
SAMAR_43599_Ct_olym,ABTC57824,SAMAR43599,SAMAR_43599,NA,Ctenotus,olympicus,olympicus,Australia,3k S Skylark Dam  Mount Eba Station,SA,-29.55,135.2833,NA
SAMAR_43880_Ct_leae,ABTC22305,NA,SAMAR_43880,NA,Ctenotus,leae,leae,Australia,10.5k SSE Koonchera Waterhole,SA,-26.76167,139.53,NA
SAMAR_43906_Le_labi,ABTC22311,NA,SAMAR_43906,NA,Lerista,labialis,labialis,Australia,4.25k NW Clifton Hills Outstation,SA,-26.51861,139.4344,NA
SAMAR_43945_Ct_joan,ABTC22259,NA,SAMAR_43945,NA,Ctenotus,joanae,joanae,Australia,5.3k NNW Yelpawaralinna Water,SA,-27.07139,138.6719,NA
SAMAR_43984_He_decr,ABTC12802,NA,SAMAR_43984,NA,Hemiergis,decresiensis,decresiensis,Australia,Mt Korong,VIC,-36.46667,143.75,NA
SAMAR_43989_He_decr,ABTC12805,NA,SAMAR_43989,NA,Hemiergis,decresiensis,decresiensis,Australia,Melville Caves Kooyoora State Pk,VIC,-36.6,143.6833,NA
SAMAR_44048_He_decr,ABTC12838,NA,SAMAR_44048,NA,Hemiergis,decresiensis,decresiensis,Australia,Ghin Ghin 10.7k S Highlands,VIC,-37.16667,145.3667,NA
SAMAR_44069_He_decr,ABTC12849,NA,SAMAR_44069,NA,Hemiergis,decresiensis,decresiensis,Australia,Dry Forest Creek 18k E Tallangatta,VIC,-36.18333,147.3833,NA
SAMAR_44076_Le_boug,ABTC12875,NA,SAMAR_44076,NA,Lerista,bougainvillii,bougainvillii,Australia,6.3k N Highlands,VIC,-37.05,145.4,NA
SAMAR_44331_Le_dese,ABTC57882,SAMAR44331,SAMAR_44331,NA,Lerista,desertorum,desertorum,Australia,Mulgathing Station,SA,-30.49806,133.8683,NA
SAMAR_44406_Le_dese,ABTC41551,SAMAR44406,SAMAR_44406,NA,Lerista,desertorum,desertorum,Australia,8.4k NW Mt Kintore,SA,-26.49917,130.4389,NA
SAMAR_44654_Ct_olym,ABTC57926,SAMAR44654,SAMAR_44654,NA,Ctenotus,olympicus,olympicus,Australia,N side Arckaringa Creek,SA,-27.75,134.6222,NA
SAMAR_44726_Ct_sept,ABTC937,NA,SAMAR_44726,NA,Ctenotus,septenarius,septenarius,Australia,Welbourne Hill Station,SA,-27.56778,134.4911,NA
SAMAR_45102_Er_rich,ABTC35049,SAMAR45102,SAMAR_45102,NA,Eremiascincus,richardsonii,richardsonii,Australia,14k NNE Moolawatana,SA,-29.79167,139.8019,NA
SAMAR_45191_He_mill,ABTC58065,SAMAR45191,SAMAR_45191,NA,Hemiergis,millewae,millewae,Australia,Peebinga CP,SA,-34.97389,140.7983,NA
SAMAR_45381_Ct_calu,ABTC58161,SAMAR45381,SAMAR_45381,NA,Ctenotus,calurus,calurus,Australia,21k E Maryinna Hill,SA,-26.95333,131.4353,NA
SAMAR_45424_Le_bipe,ABTC41733,SAMAR45424,SAMAR_45424,NA,Lerista,bipes,bipes,Australia,9.4k SE Maryinna Hill,SA,-27.01944,131.2911,NA
SAMAR_45477_Er_fasc,ABTC41726,SAMAR45477,SAMAR_45477,NA,Eremiascincus,fasciolatus,fasciolatus,Australia,9.7k S Ampeinna Hills,SA,-27.15694,131.1311,NA
SAMAR_45516_Ct_stra,ABTC58210,SAMAR45516,SAMAR_45516,NA,Ctenotus,strauchii,strauchii,Australia,Mootwingee NP,NSW,-31.06667,142.55,NA
SAMAR_45521_Le_terd,ABTC58215,SAMAR45521,SAMAR_45521,NA,Lerista,terdigitata,terdigitata,Australia,on W side Tailings Dam Whyalla,SA,-33.02556,137.5842,NA
SAMAR_45530_Ct_scho,ABTC35116,SAMAR45530,SAMAR_45530,NA,Ctenotus,schomburgkii,schomburgkii,Australia,17k NNE Inila Rockwater,SA,-31.62361,133.4514,NA
SAMAR_45549_Er_rich,ABTC35107,SAMAR45549,SAMAR_45549,NA,Eremiascincus,richardsonii,richardsonii,Australia,6k NNE Inila Rockwater,SA,-31.72972,133.4506,NA
SAMAR_45565_Le_muel,ABTC35175,SAMAR45565,SAMAR_45565,NA,Lerista,muelleri,muelleri,Australia,Jellabinna Rocks,SA,-31.11139,133.3778,NA
SAMAR_45591_Le_terd,ABTC35146,SAMAR45591,SAMAR_45591,NA,Lerista,terdigitata,terdigitata,Australia,5.5k Sw Euria Well,SA,-31.61861,132.835,NA
SAMAR_45620_Ct_olym,ABTC58228,SAMAR45620,SAMAR_45620,NA,Ctenotus,olympicus,olympicus,Australia,Dulkaninna Station,SA,-29.06667,138.4833,NA
SAMAR_45638_Er_fasc,ABTC35199,SAMAR45638,SAMAR_45638,NA,Eremiascincus,fasciolatus,fasciolatus,Australia,7.5k S Mungeranie HS,SA,-28.08889,138.655,NA
SAMAR_45923_Le_micr,ABTC58248,SAMAR45923,SAMAR_45923,NA,Lerista,microtis,microtis,Australia,Wedge Island,SA,-35.18889,136.4778,NA
SAMAR_45960_Ct_aria,ABTC58268,SAMAR45960,SAMAR_45960,NA,Ctenotus,ariadnae,ariadnae,Australia,8k NW Kunytjanu,SA,-26.615,129.3139,NA
SAMAR_45963_Ct_broo,ABTC58270,SAMAR45963,SAMAR_45963,NA,Ctenotus,brooksi,brooksi,Australia,25k NW Kunytjanu,SA,-26.48778,129.1736,NA
SAMAR_45966_Ct_leae,ABTC58273,SAMAR45966,SAMAR_45966,NA,Ctenotus,leae,leae,Australia,25k NW Kunytjanu,SA,-26.48778,129.1736,NA
SAMAR_46104_Ct_scho,ABTC41767,SAMAR46104,SAMAR_46104,NA,Ctenotus,schomburgkii,schomburgkii,Australia,21k ENE Pipalyatjara,SA,-26.11806,129.3714,NA
SAMAR_46254_Le_dese,ABTC990,NA,SAMAR_46254,NA,Lerista,desertorum,desertorum,Australia,Arckaringa Station,SA,-27.88611,134.8922,NA
SAMAR_46332_Ct_leae,ABTC35758,SAMAR46332,SAMAR_46332,NA,Ctenotus,leae,leae,Australia,5.4k S Sheep Camp WH,SA,-29.78417,136.9228,NA
SAMAR_46343_Ct_olym,ABTC35803,SAMAR46343,SAMAR_46343,NA,Ctenotus,olympicus,olympicus,Australia,6.5k WNW Johnson Bore,SA,-29.51361,136.1558,NA
SAMAR_46452_Ct_scho,ABTC35608,SAMAR46452,SAMAR_46452,NA,Ctenotus,schomburgkii,schomburgkii,Australia,3.3k NNE Strangways Springs,SA,-29.13694,136.5664,NA
SAMAR_46461_Er_fasc,ABTC35597,SAMAR46461,SAMAR_46461,NA,Eremiascincus,fasciolatus,fasciolatus,Australia,4.6k N Strangways Springs,SA,-29.12194,136.545,NA
SAMAR_46479_Le_elon,ABTC35589,SAMAR46479,SAMAR_46479,NA,Lerista,elongata,elongata,Australia,2k SE Beresford Rail Siding,SA,-29.25417,136.6658,NA
SAMAR_46517_Le_dese,ABTC58373,SAMAR46517,SAMAR_46517,NA,Lerista,desertorum,desertorum,Australia,near Crows Nest Bore Mt Vivian Station,SA,-30.82278,135.8217,NA
SAMAR_46568_Le_labi,ABTC35879,SAMAR46568,SAMAR_46568,NA,Lerista,labialis,labialis,Australia,4k SSE Patsy Dam,SA,-28.63972,135.9411,NA
SAMAR_46891_Er_fasc,ABTC36104,SAMAR46891,SAMAR_46891,NA,Eremiascincus,fasciolatus,fasciolatus,Australia,3.8k WNW Memory Bore Witjira NP,SA,-26.69556,135.4953,NA
SAMAR_46903_Ct_sept,ABTC36167,SAMAR46903,SAMAR_46903,NA,Ctenotus,septenarius,septenarius,Australia,7.3k SSE Mt Goodiar  Witjira NP,SA,-26.69722,135.6425,NA
SAMAR_47029_Le_boug,ABTC36233,SAMAR47029,SAMAR_47029,NA,Lerista,bougainvillii,bougainvillii,Australia,35k ENE Kingston SE,SA,-36.73833,140.2397,NA
SAMAR_47257_Ct_taen,ABTC36350,SAMAR47257,SAMAR_47257,NA,Ctenotus,taeniatus,taeniatus,Australia,9k NNW Four Hills Trig  Peake Station,SA,-28.4325,136.4533,NA
SAMAR_47468_Le_bipe,ABTC41932,SAMAR47468,SAMAR_47468,NA,Lerista,bipes,bipes,Australia,5.9k S Oolarinna East Bore,SA,-27.67167,132.9164,NA
SAMAR_48098_Ct_regi,ABTC58489,SAMAR48098,SAMAR_48098,NA,Ctenotus,regius,regius,Australia,5k S Quinyambie Station,SA,-30.25778,140.9864,NA
SAMAR_48150_Le_muel,ABTC36688,SAMAR48150,SAMAR_48150,NA,Lerista,muelleri,muelleri,Australia,5k SE Bimbowrie,SA,-32.07639,140.1922,NA
SAMAR_48244_Le_xant,ABTC36779,SAMAR48244,SAMAR_48244,NA,Lerista,xanthura,xanthura,Australia,3k SW John Brown Well,SA,-30.3675,139.5853,NA
SAMAR_48325_Ct_scho,ABTC36606,SAMAR48325,SAMAR_48325,NA,Ctenotus,schomburgkii,schomburgkii,Australia,8k NE Wompinie,SA,-32.01417,140.8422,NA
SAMAR_48354_Ct_scho,ABTC36652,SAMAR48354,SAMAR_48354,NA,Ctenotus,schomburgkii,schomburgkii,Australia,3k S Starvation Dam,SA,-30.46306,140.9447,NA
SAMAR_48357_Er_fasc,ABTC36645,SAMAR48357,SAMAR_48357,NA,Eremiascincus,fasciolatus,fasciolatus,Australia,Old Quinyambie HS,SA,-30.21611,140.9936,NA
SAMAR_48386_Ct_stra,ABTC36859,SAMAR48386,SAMAR_48386,NA,Ctenotus,strauchii,strauchii,Australia,Mount Barry Station,SA,-28.21056,134.6414,NA
SAMAR_48573_Ct_dux,ABTC58507,SAMAR48573,SAMAR_48573,NA,Ctenotus,dux,dux,Australia,13.2k NW Mt Cheesman,SA,-27.33583,130.2261,NA
SAMAR_48685_Le_terd,ABTC58576,SAMAR48685,SAMAR_48685,NA,Lerista,terdigitata,terdigitata,Australia,Moonaree Station,SA,-31.70167,135.5319,NA
SAMAR_48699_Ct_calu,ABTC42024,SAMAR48699,SAMAR_48699,NA,Ctenotus,calurus,calurus,Australia,1.8k NNW Mt Lindsay,SA,-27.01417,129.87,NA
SAMAR_48785_Ct_calu,ABTC42067,SAMAR48785,SAMAR_48785,NA,Ctenotus,calurus,calurus,Australia,6.6k WNW Mt Lindsay,SA,-27.06083,129.8239,NA
SAMAR_49050_Le_edwa,ABTC37271,SAMAR49050,SAMAR_49050,NA,Lerista,edwardsae,edwardsae,Australia,Arcoona Station,SA,-31.26139,136.9283,NA
SAMAR_49057_Er_rich,ABTC37320,SAMAR49057,SAMAR_49057,NA,Eremiascincus,richardsonii,richardsonii,Australia,Innamincka area,SA,-27.625,140.8289,NA
SAMAR_49141_Ct_scho,ABTC58605,SAMAR49141,SAMAR_49141,NA,Ctenotus,schomburgkii,schomburgkii,Australia,below Iron Knight South,SA,-33.22194,137.1086,NA
SAMAR_49223_Eu_heat,ABTC33272,SAMAR49223,SAMAR_49223,NA,Eulamprus,heatwolei,heatwolei,Australia,7k E Mt Compass,SA,-35.35444,138.6939,NA
SAMAR_49444_Ct_orie,ABTC37641,SAMAR49444,SAMAR_49444,NA,Ctenotus,orientalis,orientalis,Australia,6.1k NE Russell Camp,SA,-36.49111,140.37,NA
SAMAR_49919_No_orna,ABTC37805,SAM49919,SAMR_49919,SAMR_49919_No_orna,Notoscincus,ornatus,ornatus,Australia,30k E Purni Bore,SA,-26.261,136.3975,NA
SAMAR_49959_Le_xant,ABTC37840,SAMAR49959,SAMAR_49959,NA,Lerista,xanthura,xanthura,Australia,38k E Purni Bore,SA,-26.23028,136.4717,NA
SAMAR_50062_Ct_scho,ABTC38011,SAMAR50062,SAMAR_50062,NA,Ctenotus,schomburgkii,schomburgkii,Australia,74k E Purni Bore,SA,-26.32472,136.8394,NA
SAMAR_50095_Le_aren,ABTC58719,SAMAR50095,SAMAR_50095,NA,Lerista,arenicola,arenicola,Australia,Dunes of Talia Beach S Venus Bay,SA,-33.33333,134.8,NA
SAMAR_50367_Le_dese,ABTC38112,SAMAR50367,SAMAR_50367,NA,Lerista,desertorum,desertorum,Australia,1.8k SSW Mt Aroona,SA,-30.59611,138.3469,NA
SAMAR_50902_Ct_stra,ABTC38305,SAMAR50902,SAMAR_50902,NA,Ctenotus,strauchii,strauchii,Australia,18.9k NNW Murda Hill,SA,-26.78667,138.3025,NA
SAMAR_51093_Ct_spal,ABTC13415,SAMAR51093,SAMAR_51093,NA,Ctenotus,spaldingi,spaldingi,Australia,2k S Elliott,NT,-17.56667,133.5333,NA
SAMAR_51106_Er_isol,ABTC13489,SAMAR51106,SAMAR_51106,NA,Eremiascincus,isolepis,isolepis,Australia,Pentecost River  El Questro Station,WA,-15.96667,127.9333,NA
SAMAR_51242_Ct_regi,ABTC42316,SAMAR51242,SAMAR_51242,NA,Ctenotus,regius,regius,Australia,9.4k SSW Granite Downs HS,SA,-27.02028,133.47,NA
SAMAR_51315_Er_fasc,ABTC38595,SAMAR51315,SAMAR_51315,NA,Eremiascincus,fasciolatus,fasciolatus,Australia,25.5k N Miandana WH  Simpson Desert,SA,-27.05667,137.5656,NA
SAMAR_51404_Le_xant,ABTC38779,SAMAR51404,SAMAR_51404,NA,Lerista,xanthura,xanthura,Australia,4k NNE Approdinna Attora Knolls,SA,-26.03556,137.6194,NA
SAMAR_51421_Ct_regi,ABTC38738,SAMAR51421,SAMAR_51421,NA,Ctenotus,regius,regius,Australia,14.4k WNW Approdinna Attora Knolls,SA,-26.04806,137.4675,NA
SAMAR_51431_Ct_leae,ABTC38765,SAMAR51431,SAMAR_51431,NA,Ctenotus,leae,leae,Australia,6.4k WNW Approdinna Attora Knolls,SA,-26.04028,137.5553,NA
SAMAR_51566_Er_rich,ABTC42378,SAMAR51566,SAMAR_51566,NA,Eremiascincus,richardsonii,richardsonii,Australia,38k ESE Amata,SA,-26.28722,131.4917,NA
SAMAR_51993_He_mill,ABTC39170,SAMAR51993,SAMAR_51993,NA,Hemiergis,millewae,millewae,Australia,4.1k N Warden Hill,SA,-30.40639,139.2247,NA
SAMAR_52215_Le_dors,ABTC39292,SAMAR52215,SAMAR_52215,NA,Lerista,dorsalis,dorsalis,Australia,2.2k ESE Horn Camp Ruin  Alpana Station,SA,-31.11583,138.6439,NA
SAMAR_52787_Ct_leae,ABTC73513,SAMAR52787,SAMAR_52787,NA,Ctenotus,leae,leae,Australia,24.4k SSE Hamilton HS,SA,-26.90611,135.1961,NA
SAMAR_52918_Ct_orie,ABTC74174,SAMAR52918,SAMAR_52918,NA,Ctenotus,orientalis,orientalis,Australia,Gammon Ranges NP,SA,-30.42778,139.145,NA
SAMAR_53231_He_decr,ABTC70398,SAMAR53231,SAMAR_53231,NA,Hemiergis,decresiensis,decresiensis,Australia,5.5k WNW Wilpena Chalet,SA,-31.50611,138.5519,NA
SAMAR_53771_Le_aren,ABTC70040,SAMAR53771,SAMAR_53771,NA,Lerista,arenicola,arenicola,Australia,25.4k WNW Coffin Bay,SA,-34.54778,135.2089,NA
SAMAR_53872_Er_isol,ABTC70078,SAMAR53872,SAMAR_53872,NA,Eremiascincus,isolepis,isolepis,Australia,Derby,WA,-17.31667,123.6333,NA
SAMAR_53967_Ct_regi,ABTC72670,SAMAR53967,SAMAR_53967,NA,Ctenotus,regius,regius,Australia,Finke River  crossing Stuart Highway,NT,-24.55528,133.2383,NA
SAMAR_54009_Le_labi,ABTC72703,SAMAR54009,SAMAR_54009,NA,Lerista,labialis,labialis,Australia,2k N Barrow Creek,NT,-21.50556,133.8939,NA
SAMAR_54020_Ct_joan,ABTC72713,SAMAR54020,SAMAR_54020,NA,Ctenotus,joanae,joanae,Australia,Brunette Downs Racecourse,NT,-18.59222,136.0894,NA
SAMAR_54164_Ct_regi,ABTC79533,SAMAR54164,SAMAR_54164,NA,Ctenotus,regius,regius,Australia,6.6k SSE Kalamurina HS,SA,-27.77833,138.2758,NA
SAMAR_54242_Ct_leae,ABTC79625,SAMAR54242,SAMAR_54242,NA,Ctenotus,leae,leae,Australia,23.5k W Kannakaninna WH  Kalamurina Station,SA,-27.89306,137.7333,NA
SAMAR_54433_Ct_late,ABTC72838,SAMAR54433,SAMAR_54433,NA,Ctenotus,lateralis,lateralis,Australia,21k S Burke & Wills RH,QLD,-19.39472,140.2367,NA
SAMAR_54463_Ct_late,ABTC72875,SAMAR54463,SAMAR_54463,NA,Ctenotus,lateralis,lateralis,Australia,Burke & Wills RH Dump,QLD,-19.22639,140.3481,NA
SAMAR_54485_Ct_spal,ABTC72903,SAMAR54485,SAMAR_54485,NA,Ctenotus,spaldingi,spaldingi,Australia,22k S Torrens Creek,QLD,-20.98583,145.0317,NA
SAMAR_54499_Le_orie,ABTC72924,SAMAR54499,SAMAR_54499,NA,Lerista,orientalis,orientalis,Australia,15k N Porcupine Creek Campground,QLD,-20.25278,144.4656,NA
SAMAR_54519_Le_cine,ABTC72912,SAMAR54519,SAMAR_54519,NA,Lerista,cinerea,cinerea,Australia,3k N Lolworth HS,QLD,-20.16111,145.0006,NA
SAMAR_55259_Ct_late,ABTC82415,SAMAR55259,SAMAR_55259,NA,Ctenotus,lateralis,lateralis,Australia,Phosphate Hill  Bloodwood site,QLD,-21.91306,140.0217,NA
SAMAR_55282_Er_rich,ABTC82434,SAMAR55282,SAMAR_55282,NA,Eremiascincus,richardsonii,richardsonii,Australia,The Monument,QLD,-21.76306,139.9167,NA
SAMAR_55586_An_verr,ABTC76888,SAMAR55586,SAMAR_55586,NA,Anomalopus,verreauxii,verreauxii,Australia,20k NNE Biloela,QLD,-24.22333,150.6447,NA
SAMAR_55590_Eu_tenu,ABTC76892,SAMAR55590,SAMAR_55590,NA,Eulamprus,tenuis,tenuis,Australia,2k NE Diglun HS turnoff on Tablelands Road,QLD,-24.20306,151.0928,NA
SAMAR_55603_Ct_taen,ABTC76929,SAMAR55603,SAMAR_55603,NA,Ctenotus,taeniolatus,taeniolatus,Australia,Kroombit SF,QLD,-24.32583,150.9403,NA
SAMAR_55605_An_verr,ABTC76931,SAMAR55605,SAMAR_55605,NA,Anomalopus,verreauxii,verreauxii,Australia,Kroombit SF,QLD,-24.32583,150.9403,NA
SAMAR_55616_An_verr,ABTC76907,SAMAR55616,SAMAR_55616,NA,Anomalopus,verreauxii,verreauxii,Australia,Bulburin SF,QLD,-24.51667,151.4833,NA
SAMAR_55654_Le_frag,ABTC76963,SAMAR55654,SAMAR_55654,NA,Lerista,fragilis,fragilis,Australia,10k W Isaac River on Suttor Developmental Road,QLD,-21.56194,148.2069,NA
SAMAR_55675_Ct_spal,ABTC76994,SAMAR55675,SAMAR_55675,NA,Ctenotus,spaldingi,spaldingi,Australia,~40k S Torrens Creek on Torrens Creek-Aramac Road,QLD,-21.09167,145.0044,NA
SAMAR_55677_Ct_hebe,ABTC76996,SAMAR55677,SAMAR_55677,NA,Ctenotus,hebetior,hebetior,Australia,~40k S Torrens Creek on Torrens Creek-Aramac Road,QLD,-21.09167,145.0044,NA
SAMAR_55679_Le_wilk,ABTC76998,SAMAR55679,SAMAR_55679,NA,Lerista,wilkinsi,wilkinsi,Australia,~40k S Torrens Creek on Torrens Creek-Aramac Road,QLD,-21.09167,145.0044,NA
SAMAR_55709_Ct_zebr,ABTC77031,SAMAR55709,SAMAR_55709,NA,Ctenotus,zebrilla,zebrilla,Australia,Kennedy Developmental Road turnoff to Porcupine Gorge,QLD,-20.38056,144.4222,NA
SAMAR_55731_Ct_robu,ABTC77047,SAMAR55731,SAMAR_55731,NA,Ctenotus,robustus,spaldingi,Australia,6.5k E Julia Creek on Flinders Highway,QLD,-20.65528,141.7975,NA
SAMAR_55799_Ct_late,ABTC77111,SAMAR55799,SAMAR_55799,NA,Ctenotus,lateralis,lateralis,Australia,35k E Mt Surprise on Gulf Developmental Road,QLD,-18.12833,144.6328,NA
SAMAR_55806_Le_amel,ABTC77124,SAMAR55806,SAMAR_55806,NA,Lerista,ameles,ameles,Australia,35k E Mt Surprise on Gulf Developmental Road,QLD,-18.12833,144.6328,NA
SAMAR_55820_Le_zonu,ABTC77128,SAMAR55820,SAMAR_55820,NA,Lerista,zonulata,zonulata,Australia,6.5k W The Lynd Junction on Einasleigh Road,QLD,-18.87722,144.5053,NA
